recorded_at,node_id,node_name,zone_name,node_type,node_status,is_online,last_ping,active_alert_count,temperature,humidity,pressure,vibration,gas_level
"2026-04-23T02:05:01.300Z","69e8e4bf3166735dbdf5fedc","TC-16-NODE-1","Salle D","SRV","normal","true","2026-04-23T09:14:17.610Z","0","26.20047341701957","49.021278710269385","593.0721448029052","0.22576179816324066","83.42103773192748"
"2026-04-23T02:05:01.300Z","69e8e4bf3166735dbdf5fedf","TC-19-NODE-1","Salle A0","SRV","normal","true","2026-04-23T09:13:07.075Z","0","23.08617742247742","54.83431179111097","578.9814605024592","0.1572135347433326","81.93611459258669"
"2026-04-23T02:05:01.300Z","69e8e4bf3166735dbdf5fede","TC-18-NODE-1","Salle A0","SRV","normal","true","2026-04-23T09:13:05.182Z","0","22.859997623603252","55.53704351796999","700.3862326161802","0.27163045736043206","89.18284331402123"
"2026-04-23T02:05:01.300Z","69e8e4bf3166735dbdf5fedd","TC-17-NODE-1","Salle A0","SRV","normal","true","2026-04-23T09:14:19.658Z","0","25.39390477014162","46.17247243066604","730.2589308026834","0.1740587924632249","71.66801724154504"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5feeb","SIM-2-NODE-2","Energie & UPS","UPS","normal","true","2026-04-23T09:13:30.729Z","0","25.495261471058885","55.43680666243499","661.1999577315868","0.28330814724152065","81.6764666871399"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5feea","SIM-2-NODE-1","Energie & UPS","UPS","warning","true","2026-04-23T09:13:28.423Z","1","21.691853669279247","57.73898840422605","651.9602961663729","0.23147801897754036","86.30973075063854"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fee9","SIM-1-NODE-3","Salle Serveurs","SRV","normal","true","2026-04-23T09:13:26.535Z","0","24.717549252542202","55.59609438462988","635.9491643299441","0.2773024930013891","73.17482183608007"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fee5","TC-25-NODE-1","Salle d'Interconnection","NET","normal","true","2026-04-23T09:13:18.980Z","0","24.395231284078676","49.55373768660287","565.492429144976","0.15093589177428562","79.52166603145547"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fee8","SIM-1-NODE-2","Salle Serveurs","SRV","normal","true","2026-04-23T09:13:24.647Z","0","24.150936391244105","45.23409889817752","594.8250456028383","0.15308636028698971","87.98589325099499"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fee7","SIM-1-NODE-1","Salle Serveurs","SRV","normal","true","2026-04-23T09:13:22.759Z","0","24.19321485101605","47.54552007559806","695.0740140239094","0.228581426793687","76.03355946449999"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fee6","TC-26-NODE-1","Salle Batteries 1","UPS","normal","true","2026-04-23T09:13:20.868Z","0","22.7253222910699","52.29220364217743","738.2642718251192","0.34369096959540696","81.49504162466064"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5feec","SIM-2-NODE-3","Energie & UPS","UPS","normal","true","2026-04-23T09:13:32.618Z","0","23.9264753132169","54.247037439800195","534.4557242150762","0.1504344027430862","78.131517222177"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5feed","SIM-3-NODE-1","Réseau","NET","normal","true","2026-04-23T09:13:34.506Z","0","25.194703466393076","49.81748405429928","609.1230339745367","0.3425362789943218","81.85576018710941"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5feef","SIM-3-NODE-3","Réseau","NET","normal","true","2026-04-23T09:13:38.691Z","0","22.731543791223096","54.77637477659728","682.3262431812198","0.20785849363977926","87.27987158149867"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5feee","SIM-3-NODE-2","Réseau","NET","warning","true","2026-04-23T09:13:36.393Z","1","24.498992214832064","49.419667033800245","718.0803713847005","0.14725738146472753","85.44918400140386"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fed4","TC-08-NODE-1","Salle B0","SRV","warning","true","2026-04-23T09:14:01.525Z","1","21.97920086652787","44.39382052388955","689.2979805592719","0.2829905934639443","82.68515577917306"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fece","TC-02-NODE-1","Salle C0","SRV","normal","true","2026-04-23T09:14:21.314Z","0","23.789446260693925","53.27913495121213","735.1029351758821","0.23723813774658423","84.59407765972536"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fecd","TC-01-NODE-1","Salle C0","SRV","normal","true","2026-04-23T09:14:20.339Z","0","23.524975753572644","50.10482280174822","697.9752121519659","0.22486672324439363","74.43414791711399"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fed3","TC-07-NODE-1","Salle B0","SRV","normal","true","2026-04-23T09:13:59.632Z","0","21.41497350585754","53.82306287241243","774.4677621044299","0.24638729245981078","82.1931208228984"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fecf","TC-03-NODE-1","Salle C0","SRV","warning","true","2026-04-23T09:13:51.280Z","1","23.427367665269664","48.23777419585492","664.6453874097143","0.22520689293739507","84.38898758867974"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fee1","TC-21-NODE-1","Salle A0","SRV","warning","true","2026-04-23T09:13:10.852Z","1","20.52580521273013","50.663382708276195","626.8033004078505","0.27295315261583564","85.55870553542567"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fed2","TC-06-NODE-1","Salle B0","SRV","warning","true","2026-04-23T09:13:57.332Z","1","22.318216302071022","49.86863331168567","718.2493499696776","0.20938386881747592","81.8530404765753"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fed1","TC-05-NODE-1","Salle B0","SRV","normal","true","2026-04-23T09:13:55.443Z","0","24.762766886162925","43.51735998832271","746.1268065006019","0.19789162546955597","80.25115320152278"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fed0","TC-04-NODE-1","Salle C0","SRV","normal","true","2026-04-23T09:13:53.554Z","0","21.135493710801835","44.97892834267337","803.8430926812043","0.11823226786654083","85.77486502762484"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fed6","TC-10-NODE-1","Salle B0","SRV","warning","true","2026-04-23T09:14:05.710Z","1","21.156218174937536","47.353405496448644","598.0382994317674","0.1465117952704075","77.75704270884137"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fed5","TC-09-NODE-1","Salle B0","SRV","normal","true","2026-04-23T09:14:03.822Z","0","21.030492814339667","45.32806598791668","593.2666265241116","0.2734555311906603","84.24934710411887"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fedb","TC-15-NODE-1","Salle D","SRV","normal","true","2026-04-23T09:14:15.722Z","0","20.563848896262776","43.019070046912475","786.4967943277276","0.17570015915390808","84.95583496249557"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fed7","TC-11-NODE-1","Salle B0","SRV","normal","true","2026-04-23T09:14:07.747Z","0","24.352595871757543","42.517072677834385","847.361864193047","0.3223049982604478","86.05995986523573"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fee0","TC-20-NODE-1","Salle A0","SRV","normal","true","2026-04-23T09:13:08.964Z","0","23.0741174740815","52.46187395591063","699.6119629013176","0.1747713907670951","85.60384558570532"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5feda","TC-14-NODE-1","Salle D","SRV","warning","true","2026-04-23T09:14:13.427Z","1","24.335927465970865","55.270390948238834","735.2302349785306","0.09781799460091935","84.1402019079792"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fed9","TC-13-NODE-1","Salle Batteries","UPS","normal","true","2026-04-23T09:14:11.539Z","0","21.383723339476447","51.89743027674182","718.1659586765227","0.10642382006278205","87.62916906276928"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fed8","TC-12-NODE-1","Salle Energies","UPS","normal","true","2026-04-23T09:14:09.641Z","0","22.69125535582732","49.977944850597815","569.3418382900926","0.18377540322029476","87.68475032652522"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fede","TC-18-NODE-1","Salle A0","SRV","normal","true","2026-04-23T09:13:05.182Z","0","22.59065466103258","52.910815244743425","655.6378721476584","0.2792494843021042","78.55747376223215"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fedd","TC-17-NODE-1","Salle A0","SRV","normal","true","2026-04-23T09:14:19.658Z","0","24.459094142108267","45.58026088048484","692.0863282285228","0.16465286145809774","74.70178638059514"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fee2","TC-22-NODE-1","Salle A0","SRV","normal","true","2026-04-23T09:13:13.154Z","0","25.183454424764296","46.82140924977613","665.998555246579","0.10105599786952932","87.43539486671209"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fedc","TC-16-NODE-1","Salle D","SRV","normal","true","2026-04-23T09:14:17.610Z","0","25.683547251789715","47.36077915645606","579.1168002537162","0.2422785014262816","81.79654654266359"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fedf","TC-19-NODE-1","Salle A0","SRV","normal","true","2026-04-23T09:13:07.075Z","0","22.487468038151267","53.9927197689382","562.4585925386024","0.14915193017941514","81.07456661126261"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fee3","TC-23-NODE-1","Salle A0","SRV","warning","true","2026-04-23T09:13:15.044Z","1","20.01852227311673","59.76813978504245","705.939503130377","0.14326921745877227","83.426626349907"
"2026-04-23T02:06:16.302Z","69e8e4bf3166735dbdf5fee4","TC-24-NODE-1","Salle Energie 1","UPS","normal","true","2026-04-23T09:13:17.080Z","0","22.56161655903546","46.565955092952045","537.4882184744242","0.22870947892653612","85.19497014137313"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5feef","SIM-3-NODE-3","Réseau","NET","normal","true","2026-04-23T09:13:38.691Z","0","22.42952070719872","53.03403277438291","635.5723973554412","0.19900165331012745","81.34156932228152"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5feee","SIM-3-NODE-2","Réseau","NET","warning","true","2026-04-23T09:13:36.393Z","1","24.20759745949101","47.90323614256822","690.580054273924","0.16041864130674344","76.30839395457217"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fee4","TC-24-NODE-1","Salle Energie 1","UPS","normal","true","2026-04-23T09:13:17.080Z","0","22.106051857543694","45.13308105568257","472.0660179867195","0.233513506043017","75.6859503006591"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5feed","SIM-3-NODE-1","Réseau","NET","normal","true","2026-04-23T09:13:34.506Z","0","24.409930526806846","49.92796929455643","572.7284985182876","0.33153978346057045","73.24667714291219"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fee3","TC-23-NODE-1","Salle A0","SRV","warning","true","2026-04-23T09:13:15.044Z","1","19.81275544067597","58.171365388834765","661.0961797766907","0.17156516820914644","79.57362644153913"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fee7","SIM-1-NODE-1","Salle Serveurs","SRV","normal","true","2026-04-23T09:13:22.759Z","0","23.859031491508986","46.26584472586722","645.8173294501331","0.23970371717776476","69.42726775070416"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fee6","TC-26-NODE-1","Salle Batteries 1","UPS","normal","true","2026-04-23T09:13:20.868Z","0","22.64902932854105","51.23025707419701","719.0988738640353","0.33403662926371974","81.59919459837131"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5feec","SIM-2-NODE-3","Energie & UPS","UPS","normal","true","2026-04-23T09:13:32.618Z","0","23.292367744414825","52.74579894867117","491.9693752830688","0.12579609077357592","79.2710249359955"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fee5","TC-25-NODE-1","Salle d'Interconnection","NET","normal","true","2026-04-23T09:13:18.980Z","0","23.82066431471855","48.7111977293433","545.0673753070301","0.16378927021081968","71.80301313540437"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fee8","SIM-1-NODE-2","Salle Serveurs","SRV","normal","true","2026-04-23T09:13:24.647Z","0","23.747210008263806","44.89904079326875","537.3084943129568","0.15732545624643593","81.77296415761013"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5feeb","SIM-2-NODE-2","Energie & UPS","UPS","normal","true","2026-04-23T09:13:30.729Z","0","25.29615808491587","54.266624118441726","631.6550096623369","0.29619786939242015","76.55066543672065"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5feea","SIM-2-NODE-1","Energie & UPS","UPS","warning","true","2026-04-23T09:13:28.423Z","1","21.28424088003212","57.66223927788361","598.6439106333607","0.2511515093591962","76.95025150694107"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fee9","SIM-1-NODE-3","Salle Serveurs","SRV","normal","true","2026-04-23T09:13:26.535Z","0","24.224060971384567","54.90681565297893","605.4922434591961","0.29619105186059647","69.47955120593436"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fee2","TC-22-NODE-1","Salle A0","SRV","normal","true","2026-04-23T09:13:13.154Z","0","24.665186156588884","45.07102275193096","646.2864227668899","0.10517862571494262","80.0216000037775"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fed7","TC-11-NODE-1","Salle B0","SRV","normal","true","2026-04-23T09:14:07.747Z","0","24.024508147026342","41.291231870327515","809.1972957434458","0.31186927972200734","79.9482635763883"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fece","TC-02-NODE-1","Salle C0","SRV","normal","true","2026-04-23T09:14:21.314Z","0","23.37511738898653","51.07568017198747","716.9540266520546","0.2504411791751148","83.64316714197778"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fecd","TC-01-NODE-1","Salle C0","SRV","normal","true","2026-04-23T09:14:20.339Z","0","23.487700520106984","49.38666117409653","643.7605158139672","0.23758203777257147","70.88311986760093"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fed1","TC-05-NODE-1","Salle B0","SRV","normal","true","2026-04-23T09:13:55.443Z","0","24.026464473563617","42.81733691508644","701.7380625521706","0.18757307330376516","72.68512549370354"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fed0","TC-04-NODE-1","Salle C0","SRV","normal","true","2026-04-23T09:13:53.554Z","0","20.78161381440712","43.30850424993538","781.5972806757906","0.11643448832197821","81.25276848265128"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fed6","TC-10-NODE-1","Salle B0","SRV","warning","true","2026-04-23T09:14:05.710Z","1","20.60383115627376","45.89940542856338","551.7676655949225","0.14544786120102277","72.42231287179617"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fecf","TC-03-NODE-1","Salle C0","SRV","warning","true","2026-04-23T09:13:51.280Z","1","22.918288985800935","45.57960381673678","613.6517879651027","0.21837192880944675","74.5283342799874"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fed2","TC-06-NODE-1","Salle B0","SRV","warning","true","2026-04-23T09:13:57.332Z","1","21.822797880540737","49.353100733121835","688.5656030462397","0.2273653674464664","79.40399591859062"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fee1","TC-21-NODE-1","Salle A0","SRV","warning","true","2026-04-23T09:13:10.852Z","1","20.255865178568722","49.39946280587264","594.8397235944879","0.26214702652928695","76.66630553611778"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fed5","TC-09-NODE-1","Salle B0","SRV","normal","true","2026-04-23T09:14:03.822Z","0","20.60857425664496","43.637812041735714","577.3513373471856","0.30713958923645596","78.19242460234301"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fed4","TC-08-NODE-1","Salle B0","SRV","warning","true","2026-04-23T09:14:01.525Z","1","21.20161623198342","42.76056831201613","680.1169466555939","0.3045580046007909","73.7481579241772"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fed3","TC-07-NODE-1","Salle B0","SRV","normal","true","2026-04-23T09:13:59.632Z","0","21.230497849791057","52.58595339675255","743.8251495460012","0.23961643148267242","73.14288098548874"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fed9","TC-13-NODE-1","Salle Batteries","UPS","normal","true","2026-04-23T09:14:11.539Z","0","20.867132136391565","49.53400779006355","665.6547036758227","0.08907439154393798","74.7808557232723"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fed8","TC-12-NODE-1","Salle Energies","UPS","normal","true","2026-04-23T09:14:09.641Z","0","22.30287333268242","47.54249651261848","532.769985876062","0.21233707913724115","82.58847492329048"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fede","TC-18-NODE-1","Salle A0","SRV","normal","true","2026-04-23T09:13:05.182Z","0","22.113978913504624","51.55394747159543","606.6477714945678","0.2738686787530943","80.81009617123948"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5feda","TC-14-NODE-1","Salle D","SRV","warning","true","2026-04-23T09:14:13.427Z","1","23.85096414113869","53.105273608243735","702.2066323126658","0.09898314048159933","75.77125678601351"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fee0","TC-20-NODE-1","Salle A0","SRV","normal","true","2026-04-23T09:13:08.964Z","0","22.71140990013068","50.416794899158816","646.2088447895134","0.18576739012746996","76.47248150275857"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fedd","TC-17-NODE-1","Salle A0","SRV","normal","true","2026-04-23T09:14:19.658Z","0","24.1222173930673","42.868094818831075","682.0727651558238","0.15179146587971296","64.22107160964559"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fedc","TC-16-NODE-1","Salle D","SRV","normal","true","2026-04-23T09:14:17.610Z","0","25.19455938932665","45.12987482455439","552.3339208689782","0.2255095545377421","75.065663147273"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fedb","TC-15-NODE-1","Salle D","SRV","normal","true","2026-04-23T09:14:15.722Z","0","20.047744279719566","43.07439662815225","753.7807173588791","0.14682921281436284","75.87897376646774"
"2026-04-23T02:07:31.302Z","69e8e4bf3166735dbdf5fedf","TC-19-NODE-1","Salle A0","SRV","normal","true","2026-04-23T09:13:07.075Z","0","21.923733888566357","51.81243004151395","527.0688818844408","0.15271370755623664","74.92724620960446"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fee7","SIM-1-NODE-1","Salle Serveurs","SRV","normal","true","2026-04-23T09:13:22.759Z","0","23.54132079524462","46.02963326361432","659.3200294854394","0.2316133937552011","71.07149527149525"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fee3","TC-23-NODE-1","Salle A0","SRV","warning","true","2026-04-23T09:13:15.044Z","1","19.310868279388963","57.12142247944483","633.1054348210893","0.1591303770182656","75.68480866360589"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fee6","TC-26-NODE-1","Salle Batteries 1","UPS","normal","true","2026-04-23T09:13:20.868Z","0","22.282242419036887","51.62863404802226","672.3328556677591","0.34817485952517635","77.6865492359613"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fee5","TC-25-NODE-1","Salle d'Interconnection","NET","normal","true","2026-04-23T09:13:18.980Z","0","23.685577693860242","47.595943679814354","516.0648892672506","0.14695231435638914","78.13138856197298"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fee4","TC-24-NODE-1","Salle Energie 1","UPS","normal","true","2026-04-23T09:13:17.080Z","0","21.74089646665786","44.2019670279352","477.22032972050795","0.2445060764900756","70.76992731159284"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5feea","SIM-2-NODE-1","Energie & UPS","UPS","warning","true","2026-04-23T09:13:28.423Z","1","20.736647329901018","56.16518964484687","605.4311967630728","0.23887785661086877","75.23867983225786"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fee9","SIM-1-NODE-3","Salle Serveurs","SRV","normal","true","2026-04-23T09:13:26.535Z","0","24.00006874641177","55.32670964023988","601.8433595044564","0.2902709216299271","68.85864926351634"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fee8","SIM-1-NODE-2","Salle Serveurs","SRV","normal","true","2026-04-23T09:13:24.647Z","0","23.37358358740273","43.7918888144299","524.3923486589711","0.18255603513854257","72.25623330637261"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5feeb","SIM-2-NODE-2","Energie & UPS","UPS","normal","true","2026-04-23T09:13:30.729Z","0","24.72513990221234","53.43551962121675","627.3700029027582","0.30080737061961377","77.17313052947671"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5feee","SIM-3-NODE-2","Réseau","NET","warning","true","2026-04-23T09:13:36.393Z","1","23.86997258512746","47.27708262520805","682.0888726560048","0.14354658410365295","75.4323931163456"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5feed","SIM-3-NODE-1","Réseau","NET","normal","true","2026-04-23T09:13:34.506Z","0","24.344370004468693","49.27330558269856","565.8881155666651","0.3288483507042442","73.55913892914589"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5feef","SIM-3-NODE-3","Réseau","NET","normal","true","2026-04-23T09:13:38.691Z","0","22.302812173429928","53.65524725354825","631.2443505810943","0.2091474284333321","76.66973569296431"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5feec","SIM-2-NODE-3","Energie & UPS","UPS","normal","true","2026-04-23T09:13:32.618Z","0","23.001628654757912","53.576769865356546","462.96192784227287","0.1397685584463551","71.40700051890745"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fed1","TC-05-NODE-1","Salle B0","SRV","normal","true","2026-04-23T09:13:55.443Z","0","23.83714383893242","41.414802036677465","705.1535152391382","0.21395373799689177","72.20128114121901"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fecd","TC-01-NODE-1","Salle C0","SRV","normal","true","2026-04-23T09:14:20.339Z","0","23.130919939198726","48.16504383995415","634.3129871704475","0.21545875795169747","74.48501336848815"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5feda","TC-14-NODE-1","Salle D","SRV","warning","true","2026-04-23T09:14:13.427Z","1","23.4925144180624","53.08613457530652","663.7254820959549","0.09141884375946968","73.74121582448008"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fed0","TC-04-NODE-1","Salle C0","SRV","normal","true","2026-04-23T09:13:53.554Z","0","20.591400207285865","42.877093578489045","753.7423276519539","0.11965459935377155","73.5258112228305"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fecf","TC-03-NODE-1","Salle C0","SRV","warning","true","2026-04-23T09:13:51.280Z","1","22.360075329234352","45.36451819197157","606.4262292859445","0.20828501490986484","73.06383574883671"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fece","TC-02-NODE-1","Salle C0","SRV","normal","true","2026-04-23T09:14:21.314Z","0","23.331741870374657","51.04718968747785","678.3749788746802","0.21646675356288175","80.47602191450822"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fee1","TC-21-NODE-1","Salle A0","SRV","warning","true","2026-04-23T09:13:10.852Z","1","19.969428794892718","49.39376758317345","593.7368566413415","0.2704882561608152","81.4347572697753"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fed4","TC-08-NODE-1","Salle B0","SRV","warning","true","2026-04-23T09:14:01.525Z","1","21.369717910398435","41.903095725197005","668.4429839526779","0.30162256553625416","75.46030073928414"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fed3","TC-07-NODE-1","Salle B0","SRV","normal","true","2026-04-23T09:13:59.632Z","0","21.16975137849212","51.87776217273545","724.2305844390584","0.2285728430138522","78.8463733369894"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fed9","TC-13-NODE-1","Salle Batteries","UPS","normal","true","2026-04-23T09:14:11.539Z","0","20.52466561064116","49.099687487888914","677.1866657165399","0.09743297167007264","80.31213035295193"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fed2","TC-06-NODE-1","Salle B0","SRV","warning","true","2026-04-23T09:13:57.332Z","1","21.56802468360287","49.53549423223604","690.3645115640682","0.21860145994153826","74.66145460664133"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fed5","TC-09-NODE-1","Salle B0","SRV","normal","true","2026-04-23T09:14:03.822Z","0","20.473371817226006","43.91209048223994","562.5589430491364","0.2874584709307769","79.54222699986958"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fed8","TC-12-NODE-1","Salle Energies","UPS","normal","true","2026-04-23T09:14:09.641Z","0","21.96745296856828","46.70659492014438","513.6207905170374","0.18355045859939045","76.54139371180574"
"2026-04-23T02:08:46.303Z","69e8e4bf3166735dbdf5fed7","TC-11-NODE-1","Salle B0","SRV","normal","true","2026-04-23T09:14:07.747Z","0","23.609465068500224","40.71103340218855","778.3134861754095","0.29057807883322356","72.34021175031273"
